590420	doggrooming	care_or_cleaning	2700000	105	402400	1842	31900	15400	https://www.tiktok.com/@demiwiththedogs/video/7636157742037634326	did he just demand a bath 💀 using @Wahl Animal Europe a code DEMI10 to save 🛁✨ #doggrooming #bigdog #rottweiler #rottie
517140	doggrooming	care_or_cleaning	5100000	77	368800	2314	17300	17300	https://www.tiktok.com/@pawperfecta/video/7626188691819465997	Do you let your groomer choose the haircut ? 👀✂️ #dogsoftiktok #doggrooming #dog #petlover
492022	catsoftiktok	unclear	1200000	12	322400	623	31100	12948	https://www.tiktok.com/@iamrigbycat/video/7640276133291838750	i really do need more space tho #fyp #rigbycat #catsoftiktok #catcontent #sillycat
469528	petsoftiktok	stubborn_or_sassy	1200000	66	153900	775	31500	27207	https://www.tiktok.com/@funny.usa545/video/7637157618854776094	funny usa #talkingdog #catsoftiktok #dogsoftiktok #pet #fyp
425230	doggrooming	care_or_cleaning	3200000	74	329200	703	17400	12600	https://www.tiktok.com/@dogsbylogan/video/7634732834464271629	He is literally shining . #dogs #doggrooming #irishsetter
412750	catsoftiktok	unclear	1400000	184	264300	780	20700	19800	https://www.tiktok.com/@funny.cats.91/video/7637800236525636895	Orange Cat Rally#cat #catsoftiktok #funny #fyp #funnycat
407790	dogsoftiktok	unclear	1800000	6	231400	2009	20900	17200	https://www.tiktok.com/@urfav_kat3ie/video/7637853418480110868	fav color💜 #purple #favcolor #relatable #makeitviral #fyp
399910	dogsoftiktok	unclear	3200000	12	362100	1926	10200	13500	https://www.tiktok.com/@pugloulou/video/7639076209934077216	I have some questions… 🤔😂 #pug #dog #dogsoftiktok #pugsoftiktok
368346	catsoftiktok	unclear	1200000	10	218300	736	24900	7159	https://www.tiktok.com/@eildennn/video/7640608998810537223	he will have him sold i swear😭😂 #catsoftiktok #paralyzedcat #trending
368134	catsoftiktok	unclear	819600	20	99400	619	32500	8963	https://www.tiktok.com/@truffie.nugget/video/7639621618314136853	English not Englishing #cattok #blackcats #catsoftiktok #cat #blackcatsoftiktok
357112	catsoftiktok	cute	1100000	29	76900	919	32500	6868	https://www.tiktok.com/@misskikithekitten/video/7639716204084514068	Who else’s cat wakes you up and goes right to bed after? Kiki does 😂💅💃 #cat #cute #pet #catreels #kiki
325286	catsoftiktok	unclear	1800000	75	273500	914	8384	19081	https://www.tiktok.com/@cam2rs.cats/video/7640562042251922702	They did NOT like this… #fyp #viral #trend #cat #catsoftiktok
